"Avg # Bars In Losing Trades: All","Avg # Bars In Losing Trades: Long","Avg # Bars In Losing Trades: Short","Avg # Bars in Trades: All","Avg # Bars in Trades: Long","Avg # Bars in Trades: Short","Avg # Bars In Winning Trades: All","Avg # Bars In Winning Trades: Long","Avg # Bars In Winning Trades: Short","Avg Losing Trade: All","Avg Losing Trade: Long","Avg Losing Trade: Short","Avg Losing Trade %: All","Avg Losing Trade %: Long","Avg Losing Trade %: Short","Avg Trade: All","Avg Trade: Long","Avg Trade: Short","Avg Trade %: All","Avg Trade %: Long","Avg Trade %: Short","Avg Winning Trade: All","Avg Winning Trade: Long","Avg Winning Trade: Short","Avg Winning Trade %: All","Avg Winning Trade %: Long","Avg Winning Trade %: Short","Commission Paid: All","Commission Paid: Long","Commission Paid: Short","Gross Loss: All","Gross Loss: Long","Gross Loss: Short","Gross Loss %: All","Gross Loss %: Long","Gross Loss %: Short","Gross Profit: All","Gross Profit: Long","Gross Profit: Short","Gross Profit %: All","Gross Profit %: Long","Gross Profit %: Short","Largest Losing Trade: All","Largest Losing Trade: Long","Largest Losing Trade: Short","Largest Losing Trade %: All","Largest Losing Trade %: Long","Largest Losing Trade %: Short","Largest Winning Trade: All","Largest Winning Trade: Long","Largest Winning Trade: Short","Largest Winning Trade %: All","Largest Winning Trade %: Long","Largest Winning Trade %: Short","Margin Calls: All","Margin Calls: Long","Margin Calls: Short","Max Contracts Held: All","Max Contracts Held: Long","Max Contracts Held: Short","Net Profit: All","Net Profit: Long","Net Profit: Short","Net Profit %: All","Net Profit %: Long","Net Profit %: Short","Number Losing Trades: All","Number Losing Trades: Long","Number Losing Trades: Short","Number Winning Trades: All","Number Winning Trades: Long","Number Winning Trades: Short","Percent Profitable: All","Percent Profitable: Long","Percent Profitable: Short","Profit Factor: All","Profit Factor: Long","Profit Factor: Short","Ratio Avg Win / Avg Loss: All","Ratio Avg Win / Avg Loss: Long","Ratio Avg Win / Avg Loss: Short","Total Open Trades: All","Total Open Trades: Long","Total Open Trades: Short","Total Closed Trades: All","Total Closed Trades: Long","Total Closed Trades: Short","Max Drawdown","Open PL","Buy & Hold Return","Sharpe Ratio","Sortino Ratio","Max Drawdown %","Buy & Hold Return %","Open PL %","comment","__From","__To","__Length","__KSmoothing","__DLength","__Level","__CCI_Period","__T3_Period","__B","__Trade reverse","__Long Stop Loss %","__Enable Trailing","__Stop Loss","__Take Profit","__Trailing Stop","__Trailing Offset","__Source","__Filter","__Slow EMA Period","__Fast EMA Period","__Angle 1","__Angle 2","__Bull Angle Source","__Bear Angle Source"
254.83,254.83,0,277.24,277.24,0,331.00,331.00,0,5.99,5.99,0,1.20,1.20,0,-3.45,-3.45,0,-0.69,-0.69,0,2.63,2.63,0,0.53,0.53,0,0,0,0,71.84,71.84,0,14.37,14.37,0,13.15,13.15,0,2.63,2.63,0,17.88,17.88,0,3.84,3.84,0,8.68,8.68,0,1.74,1.74,0,0,0,0,0.20,0.20,0,-58.69,-58.69,0,-11.74,-11.74,0,12.00,12.00,0,5.00,5.00,0,29.41,29.41,0,0.18,0.18,0,0.44,0.44,0,0,0,0,17.00,17.00,0,67.49,0,80.26,-0.72,-0.59,13.26,16.05,0,"Changed ""Slow EMA Period"": 15 => 45.",true,0,67.00,5.00,7.00,6.00,330.00,99.00,0.02,0,0.50,0,0,0,0,0,"hlc3","ON",45.00,8.00,66.00,9.00,"hlc3","hlc3"
272.45,272.45,0,312.29,312.29,0,385.33,385.33,0,6.43,6.43,0,1.29,1.29,0,-3.43,-3.43,0,-0.69,-0.69,0,2.08,2.08,0,0.42,0.42,0,0,0,0,70.71,70.71,0,14.14,14.14,0,12.47,12.47,0,2.49,2.49,0,18.13,18.13,0,3.84,3.84,0,8.68,8.68,0,1.74,1.74,0,0,0,0,0.20,0.20,0,-58.24,-58.24,0,-11.65,-11.65,0,11.00,11.00,0,6.00,6.00,0,35.29,35.29,0,0.18,0.18,0,0.32,0.32,0,0,0,0,17.00,17.00,0,67.04,0,80.44,-0.73,-0.59,13.18,16.09,0,"Changed ""Slow EMA Period"": 45 => 15.",true,0,67.00,5.00,7.00,6.00,330.00,99.00,0.02,0,0.50,0,0,0,0,0,"hlc3","ON",15.00,8.00,66.00,9.00,"hlc3","hlc3"
295.57,295.57,0,389.56,389.56,0,718.50,718.50,0,6.89,6.89,0,1.38,1.38,0,-1.56,-1.56,0,-0.31,-0.31,0,17.11,17.11,0,3.42,3.42,0,0,0,0,48.25,48.25,0,9.65,9.65,0,34.22,34.22,0,6.84,6.84,0,11.80,11.80,0,2.36,2.36,0,28.38,28.38,0,5.82,5.82,0,0,0,0,0.20,0.20,0,-14.04,-14.04,0,-2.81,-2.81,0,7.00,7.00,0,2.00,2.00,0,22.22,22.22,0,0.71,0.71,0,2.48,2.48,0,0,0,0,9.00,9.00,0,30.14,0,69.25,-0.12,-0.21,5.84,13.85,0,"Changed ""T3_Period"": 99 => 189.",true,0,67.00,5.00,7.00,6.00,330.00,189.00,0.02,0,0.50,0,0,0,0,0,"hlc3","ON",15.00,8.00,66.00,9.00,"hlc3","hlc3"
228.63,228.63,0,330.00,330.00,0,735.50,735.50,0,6.23,6.23,0,1.25,1.25,0,-1.09,-1.09,0,-0.22,-0.22,0,19.46,19.46,0,3.89,3.89,0,0,0,0,49.85,49.85,0,9.97,9.97,0,38.92,38.92,0,7.78,7.78,0,13.86,13.86,0,2.79,2.79,0,27.45,27.45,0,5.54,5.54,0,0,0,0,0.20,0.20,0,-10.94,-10.94,0,-2.19,-2.19,0,8.00,8.00,0,2.00,2.00,0,20.00,20.00,0,0.78,0.78,0,3.12,3.12,0,1.00,1.00,0,10.00,10.00,0,40.23,-0.24,68.78,-0.08,-0.16,7.69,13.76,-0.05,"Changed ""CCI_Period"": 285 => 420.",true,0,67.00,5.00,7.00,6.00,420.00,369.00,0.02,0,0.50,0,0,0,0,0,"hlc3","ON",15.00,5.00,75.00,17.00,"hlc3","hlc3"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Changed ""Fast EMA Period"": 5 => 13.",true,0,67.00,5.00,7.00,6.00,420.00,369.00,0.02,0,0.50,0,0,0,0,0,"hlc3","ON",15.00,13.00,75.00,17.00,"hlc3","hlc3"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Changed ""Angle 2"": 17 => 29.",true,0,67.00,5.00,7.00,6.00,420.00,369.00,0.02,0,0.50,0,0,0,0,0,"hlc3","ON",15.00,13.00,75.00,29.00,"hlc3","hlc3"
228.60,228.60,0,228.60,228.60,0,0,0,0,6.19,6.19,0,1.24,1.24,0,-6.19,-6.19,0,-1.24,-1.24,0,0,0,0,0,0,0,0,0,0,30.97,30.97,0,6.19,6.19,0,0,0,0,0,0,0,12.30,12.30,0,2.48,2.48,0,0,0,0,0,0,0,0,0,0,0.20,0.20,0,-30.97,-30.97,0,-6.19,-6.19,0,5.00,5.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.00,5.00,0,30.97,0,69.08,-0.50,-0.45,6.19,13.82,0,"Changed all parameters randomly.",true,0,67.00,5.00,7.00,6.00,285.00,189.00,0.02,0,0.50,0,0,0,0,0,"hlc3","ON",30.00,18.00,120.00,13.00,"hlc3","hlc3"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Changed ""Angle 1"": 120 => 75.",true,0,67.00,5.00,7.00,6.00,285.00,189.00,0.02,0,0.50,0,0,0,0,0,"hlc3","ON",30.00,18.00,75.00,13.00,"hlc3","hlc3"
232.00,232.00,0,232.00,232.00,0,0,0,0,12.40,12.40,0,2.48,2.48,0,-12.39,-12.39,0,-2.48,-2.48,0,0,0,0,0,0,0,0,0,0,12.40,12.40,0,2.48,2.48,0,0,0,0,0,0,0,12.40,12.40,0,2.48,2.48,0,0,0,0,0,0,0,0,0,0,0.19,0.19,0,-12.39,-12.39,0,-2.48,-2.48,0,1.00,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,1.00,0,12.39,0,34.26,0,0,2.48,6.85,0,"Changed ""Fast EMA Period"": 18 => 10.",true,0,67.00,5.00,7.00,6.00,285.00,189.00,0.02,0,0.50,0,0,0,0,0,"hlc3","ON",30.00,10.00,75.00,13.00,"hlc3","hlc3"
294.13,294.13,0,385.00,385.00,0,627.33,627.33,0,6.44,6.44,0,1.29,1.29,0,-1.61,-1.61,0,-0.32,-0.32,0,11.27,11.27,0,2.25,2.25,0,0,0,0,51.48,51.48,0,10.30,10.30,0,33.82,33.82,0,6.76,6.76,0,12.13,12.13,0,2.48,2.48,0,19.88,19.88,0,4.30,4.30,0,0,0,0,0.20,0.20,0,-17.66,-17.66,0,-3.53,-3.53,0,8.00,8.00,0,3.00,3.00,0,27.27,27.27,0,0.66,0.66,0,1.75,1.75,0,0,0,0,11.00,11.00,0,37.53,0,69.18,-0.15,-0.20,7.51,13.84,0,"Changed ""Angle 2"": 13 => 7.",true,0,67.00,5.00,7.00,6.00,285.00,189.00,0.02,0,0.50,0,0,0,0,0,"hlc3","ON",30.00,10.00,75.00,7.00,"hlc3","hlc3"
0,0,0,1029.00,1029.00,0,1029.00,1029.00,0,0,0,0,0,0,0,9.97,9.97,0,1.99,1.99,0,9.97,9.97,0,1.99,1.99,0,0,0,0,0,0,0,0,0,0,9.97,9.97,0,1.99,1.99,0,0,0,0,0,0,0,9.97,9.97,0,1.99,1.99,0,0,0,0,0.19,0.19,0,9.97,9.97,0,1.99,1.99,0,0,0,0,1.00,1.00,0,100.00,100.00,0,0,0,0,0,0,0,0,0,0,1.00,1.00,0,0,0,35.71,0,0,0,7.14,0,"Changed all parameters randomly.",true,0,67.00,5.00,7.00,6.00,195.00,339.00,0.02,0,0.50,0,0,0,0,0,"hlc3","ON",15.00,17.00,120.00,21.00,"hlc3","hlc3"
257.00,257.00,0,379.43,379.43,0,471.25,471.25,0,6.72,6.72,0,1.34,1.34,0,1.89,1.89,0,0.38,0.38,0,8.35,8.35,0,1.67,1.67,0,0,0,0,20.15,20.15,0,4.03,4.03,0,33.39,33.39,0,6.68,6.68,0,8.62,8.62,0,1.66,1.66,0,30.74,30.74,0,6.23,6.23,0,0,0,0,0.20,0.20,0,13.24,13.24,0,2.65,2.65,0,3.00,3.00,0,4.00,4.00,0,57.14,57.14,0,1.66,1.66,0,1.24,1.24,0,0,0,0,7.00,7.00,0,10.97,0,69.32,0.14,0.42,2.09,13.86,0,"Changed all parameters randomly.",true,0,67.00,5.00,7.00,6.00,555.00,129.00,0.02,0,0.50,0,0,0,0,0,"hlc3","ON",40.00,9.00,84.00,11.00,"hlc3","hlc3"
0,0,0,459.00,459.00,0,459.00,459.00,0,0,0,0,0,0,0,13.68,13.68,0,2.74,2.74,0,13.68,13.68,0,2.74,2.74,0,0,0,0,0,0,0,0,0,0,27.37,27.37,0,5.47,5.47,0,0,0,0,0,0,0,24.95,24.95,0,4.99,4.99,0,0,0,0,0.20,0.20,0,27.37,27.37,0,5.47,5.47,0,0,0,0,2.00,2.00,0,100.00,100.00,0,0,0,0,0,0,0,0,0,0,2.00,2.00,0,0,0,51.10,0,0,0,10.22,0,"Changed ""Angle 2"": 17 => 30.",true,0,67.00,5.00,7.00,6.00,285.00,369.00,0.02,0,0.50,0,0,0,0,0,"hlc3","ON",15.00,5.00,75.00,30.00,"hlc3","hlc3"
0,0,0,459.00,459.00,0,459.00,459.00,0,0,0,0,0,0,0,13.68,13.68,0,2.74,2.74,0,13.68,13.68,0,2.74,2.74,0,0,0,0,0,0,0,0,0,0,27.37,27.37,0,5.47,5.47,0,0,0,0,0,0,0,24.95,24.95,0,4.99,4.99,0,0,0,0,0.20,0.20,0,27.37,27.37,0,5.47,5.47,0,0,0,0,2.00,2.00,0,100.00,100.00,0,0,0,0,0,0,0,0,0,0,2.00,2.00,0,0,0,51.22,0,0,0,10.24,0,"Changed ""Angle 1"": 75 => 120.",true,0,67.00,5.00,7.00,6.00,285.00,369.00,0.02,0,0.50,0,0,0,0,0,"hlc3","ON",15.00,5.00,120.00,30.00,"hlc3","hlc3"
0,0,0,41.00,41.00,0,41.00,41.00,0,0,0,0,0,0,0,2.30,2.30,0,0.46,0.46,0,2.30,2.30,0,0.46,0.46,0,0,0,0,0,0,0,0,0,0,2.30,2.30,0,0.46,0.46,0,0,0,0,0,0,0,2.30,2.30,0,0.46,0.46,0,0,0,0,0.19,0.19,0,2.30,2.30,0,0.46,0.46,0,0,0,0,1.00,1.00,0,100.00,100.00,0,0,0,0,0,0,0,0,0,0,1.00,1.00,0,0,0,58.75,0,0,0,11.75,0,"Changed ""Slow EMA Period"": 15 => 40.",true,0,67.00,5.00,7.00,6.00,285.00,369.00,0.02,0,0.50,0,0,0,0,0,"hlc3","ON",40.00,5.00,120.00,30.00,"hlc3","hlc3"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Changed all parameters randomly.",true,0,67.00,5.00,7.00,6.00,150.00,249.00,0.02,0,0.50,0,0,0,0,0,"hlc3","ON",15.00,11.00,57.00,21.00,"hlc3","hlc3"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Changed all parameters randomly.",true,0,67.00,5.00,7.00,6.00,330.00,339.00,0.02,0,0.50,0,0,0,0,0,"hlc3","ON",35.00,18.00,102.00,29.00,"hlc3","hlc3"
0,0,0,868.00,868.00,0,868.00,868.00,0,0,0,0,0,0,0,26.47,26.47,0,5.29,5.29,0,26.47,26.47,0,5.29,5.29,0,0,0,0,0,0,0,0,0,0,26.47,26.47,0,5.29,5.29,0,0,0,0,0,0,0,26.47,26.47,0,5.30,5.30,0,0,0,0,0.19,0.19,0,26.47,26.47,0,5.29,5.29,0,0,0,0,1.00,1.00,0,100.00,100.00,0,0,0,0,0,0,0,0,0,0,1.00,1.00,0,0,0,51.90,0,0,0,10.38,0,"Changed ""Angle 2"": 29 => 17.",true,0,67.00,5.00,7.00,6.00,330.00,339.00,0.02,0,0.50,0,0,0,0,0,"hlc3","ON",35.00,18.00,102.00,17.00,"hlc3","hlc3"
389.00,389.00,0,389.00,389.00,0,0,0,0,14.11,14.11,0,2.82,2.82,0,-14.11,-14.11,0,-2.82,-2.82,0,0,0,0,0,0,0,0,0,0,28.22,28.22,0,5.64,5.64,0,0,0,0,0,0,0,19.50,19.50,0,3.90,3.90,0,0,0,0,0,0,0,0,0,0,0.20,0.20,0,-28.22,-28.22,0,-5.64,-5.64,0,2.00,2.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00,2.00,0,28.22,0,63.02,-0.50,-0.45,5.64,12.60,0,"Changed all parameters randomly.",true,0,67.00,5.00,7.00,6.00,600.00,219.00,0.02,0,0.50,0,0,0,0,0,"hlc3","ON",50.00,9.00,39.00,11.00,"hlc3","hlc3"
165.33,165.33,0,165.33,165.33,0,0,0,0,10.30,10.30,0,2.06,2.06,0,-10.30,-10.30,0,-2.06,-2.06,0,0,0,0,0,0,0,0,0,0,30.91,30.91,0,6.18,6.18,0,0,0,0,0,0,0,18.45,18.45,0,3.73,3.73,0,0,0,0,0,0,0,0,0,0,0.19,0.19,0,-30.91,-30.91,0,-6.18,-6.18,0,3.00,3.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.00,3.00,0,30.91,0,54.38,-0.49,-0.44,6.18,10.88,0,"Changed all parameters randomly.",true,0,67.00,5.00,7.00,6.00,285.00,99.00,0.02,0,0.50,0,0,0,0,0,"hlc3","ON",25.00,16.00,66.00,21.00,"hlc3","hlc3"
175.67,175.67,0,175.67,175.67,0,0,0,0,10.91,10.91,0,2.18,2.18,0,-10.91,-10.91,0,-2.18,-2.18,0,0,0,0,0,0,0,0,0,0,32.72,32.72,0,6.54,6.54,0,0,0,0,0,0,0,18.37,18.37,0,3.73,3.73,0,0,0,0,0,0,0,0,0,0,0.18,0.18,0,-32.72,-32.72,0,-6.54,-6.54,0,3.00,3.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.00,3.00,0,32.72,0,24.93,-0.48,-0.43,6.54,4.99,0,"Changed ""Fast EMA Period"": 16 => 7.",true,0,67.00,5.00,7.00,6.00,285.00,99.00,0.02,0,0.50,0,0,0,0,0,"hlc3","ON",25.00,7.00,66.00,21.00,"hlc3","hlc3"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Changed ""Fast EMA Period"": 7 => 16.",true,0,67.00,5.00,7.00,6.00,285.00,99.00,0.02,0,0.50,0,0,0,0,0,"hlc3","ON",25.00,16.00,66.00,21.00,"hlc3","hlc3"
536.00,536.00,0,696.29,696.29,0,910.00,910.00,0,7.01,7.01,0,1.40,1.40,0,3.48,3.48,0,0.70,0.70,0,17.47,17.47,0,3.49,3.49,0,0,0,0,28.04,28.04,0,5.61,5.61,0,52.42,52.42,0,10.48,10.48,0,17.19,17.19,0,3.44,3.44,0,24.98,24.98,0,5.09,5.09,0,0,0,0,0.20,0.20,0,24.38,24.38,0,4.88,4.88,0,4.00,4.00,0,3.00,3.00,0,42.86,42.86,0,1.87,1.87,0,2.49,2.49,0,0,0,0,7.00,7.00,0,17.19,0,65.65,0.19,0.37,3.44,13.13,0,"Changed all parameters randomly.",true,0,67.00,5.00,7.00,6.00,465.00,279.00,0.02,0,0.50,0,0,0,0,0,"hlc3","ON",50.00,8.00,30.00,7.00,"hlc3","hlc3"
671.00,671.00,0,757.67,757.67,0,931.00,931.00,0,1.65,1.65,0,0.33,0.33,0,7.38,7.38,0,1.48,1.48,0,25.44,25.44,0,5.09,5.09,0,0,0,0,3.30,3.30,0,0.66,0.66,0,25.44,25.44,0,5.09,5.09,0,2.21,2.21,0,0.42,0.42,0,25.44,25.44,0,5.09,5.09,0,0,0,0,0.19,0.19,0,22.14,22.14,0,4.43,4.43,0,2.00,2.00,0,1.00,1.00,0,33.33,33.33,0,7.72,7.72,0,15.44,15.44,0,0,0,0,3.00,3.00,0,3.30,0,52.21,0.27,2.78,0.63,10.44,0,"Changed ""Angle 2"": 7 => 21.",true,0,67.00,5.00,7.00,6.00,465.00,279.00,0.02,0,0.50,0,0,0,0,0,"hlc3","ON",50.00,8.00,30.00,21.00,"hlc3","hlc3"
0,0,0,836.00,836.00,0,836.00,836.00,0,0,0,0,0,0,0,1.30,1.30,0,0.26,0.26,0,1.30,1.30,0,0.26,0.26,0,0,0,0,0,0,0,0,0,0,1.30,1.30,0,0.26,0.26,0,0,0,0,0,0,0,1.30,1.30,0,0.26,0.26,0,0,0,0,0.18,0.18,0,1.30,1.30,0,0.26,0.26,0,0,0,0,1.00,1.00,0,100.00,100.00,0,0,0,0,0,0,0,0,0,0,1.00,1.00,0,0,0,20.52,0,0,0,4.10,0,"Changed ""B"": 0.02 => 0.08.",true,0,67.00,5.00,7.00,6.00,285.00,369.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",15.00,5.00,75.00,17.00,"hlc3","hlc3"
492.50,492.50,0,428.00,428.00,0,299.00,299.00,0,4.96,4.96,0,0.99,0.99,0,-0.40,-0.40,0,-0.08,-0.08,0,8.74,8.74,0,1.75,1.75,0,0,0,0,9.93,9.93,0,1.99,1.99,0,8.74,8.74,0,1.75,1.75,0,6.05,6.05,0,1.19,1.19,0,8.74,8.74,0,1.75,1.75,0,0,0,0,0.19,0.19,0,-1.19,-1.19,0,-0.24,-0.24,0,2.00,2.00,0,1.00,1.00,0,33.33,33.33,0,0.88,0.88,0,1.76,1.76,0,0,0,0,3.00,3.00,0,9.93,0,61.10,-0.04,-0.07,1.95,12.22,0,"Changed ""CCI_Period"": 285 => 555.",true,0,67.00,5.00,7.00,6.00,555.00,369.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",15.00,5.00,75.00,17.00,"hlc3","hlc3"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Changed ""CCI_Period"": 555 => 240.",true,0,67.00,5.00,7.00,6.00,240.00,369.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",15.00,5.00,75.00,17.00,"hlc3","hlc3"
537.00,537.00,0,537.00,537.00,0,0,0,0,0.84,0.84,0,0.17,0.17,0,-0.84,-0.84,0,-0.17,-0.17,0,0,0,0,0,0,0,0,0,0,1.69,1.69,0,0.34,0.34,0,0,0,0,0,0,0,1.42,1.42,0,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0.19,0.19,0,-1.69,-1.69,0,-0.34,-0.34,0,2.00,2.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00,2.00,0,1.69,0,58.36,-0.51,-0.46,0.34,11.67,0,"Changed ""Fast EMA Period"": 5 => 13.",true,0,67.00,5.00,7.00,6.00,240.00,369.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",15.00,13.00,75.00,17.00,"hlc3","hlc3"
262.33,262.33,0,486.13,486.13,0,620.40,620.40,0,8.36,8.36,0,1.67,1.67,0,0.80,0.80,0,0.16,0.16,0,6.29,6.29,0,1.26,1.26,0,0,0,0,25.09,25.09,0,5.02,5.02,0,31.46,31.46,0,6.29,6.29,0,12.65,12.65,0,2.52,2.52,0,26.15,26.15,0,5.34,5.34,0,0,0,0,0.20,0.20,0,6.37,6.37,0,1.27,1.27,0,3.00,3.00,0,5.00,5.00,0,62.50,62.50,0,1.25,1.25,0,0.75,0.75,0,1.00,1.00,0,8.00,8.00,0,12.65,-0.75,66.33,0.05,0.12,2.52,13.27,-0.15,"Changed all parameters randomly.",true,0,67.00,5.00,7.00,6.00,600.00,159.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",45.00,4.00,111.00,9.00,"hlc3","hlc3"
313.00,313.00,0,594.75,594.75,0,876.50,876.50,0,5.49,5.49,0,1.10,1.10,0,9.80,9.80,0,1.96,1.96,0,25.09,25.09,0,5.02,5.02,0,0,0,0,10.97,10.97,0,2.19,2.19,0,50.18,50.18,0,10.04,10.04,0,8.28,8.28,0,1.66,1.66,0,28.20,28.20,0,5.74,5.74,0,0,0,0,0.19,0.19,0,39.20,39.20,0,7.84,7.84,0,2.00,2.00,0,2.00,2.00,0,50.00,50.00,0,4.57,4.57,0,4.57,4.57,0,1.00,1.00,0,4.00,4.00,0,8.28,-0.28,59.09,0.29,1.18,1.66,11.82,-0.05,"Changed all parameters randomly.",true,0,67.00,5.00,7.00,6.00,465.00,189.00,0.02,0,0.50,0,0,0,0,0,"hlc3","ON",30.00,13.00,30.00,9.00,"hlc3","hlc3"
284.60,284.60,0,483.56,483.56,0,732.25,732.25,0,4.63,4.63,0,0.93,0.93,0,3.39,3.39,0,0.68,0.68,0,13.43,13.43,0,2.69,2.69,0,0,0,0,23.17,23.17,0,4.63,4.63,0,53.71,53.71,0,10.74,10.74,0,6.76,6.76,0,1.35,1.35,0,30.05,30.05,0,6.09,6.09,0,0,0,0,0.20,0.20,0,30.54,30.54,0,6.11,6.11,0,5.00,5.00,0,4.00,4.00,0,44.44,44.44,0,2.32,2.32,0,2.90,2.90,0,1.00,1.00,0,9.00,9.00,0,16.41,0.66,70.49,0.22,0.79,3.13,14.10,0.12,"Changed ""B"": 0.02 => 0.08.",true,0,67.00,5.00,7.00,6.00,465.00,189.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",30.00,13.00,30.00,9.00,"hlc3","hlc3"
330.00,330.00,0,507.33,507.33,0,862.00,862.00,0,4.11,4.11,0,0.82,0.82,0,7.41,7.41,0,1.48,1.48,0,30.46,30.46,0,6.09,6.09,0,0,0,0,8.23,8.23,0,1.65,1.65,0,30.46,30.46,0,6.09,6.09,0,5.02,5.02,0,0.95,0.95,0,30.46,30.46,0,6.09,6.09,0,0,0,0,0.21,0.21,0,22.23,22.23,0,4.45,4.45,0,2.00,2.00,0,1.00,1.00,0,33.33,33.33,0,3.70,3.70,0,7.41,7.41,0,0,0,0,3.00,3.00,0,8.23,0,59.13,0.27,1.40,1.55,11.83,0,"Changed ""Angle 2"": 9 => 25.",true,0,67.00,5.00,7.00,6.00,465.00,189.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",30.00,13.00,30.00,25.00,"hlc3","hlc3"
316.71,316.71,0,426.50,426.50,0,682.67,682.67,0,5.94,5.94,0,1.19,1.19,0,-1.06,-1.06,0,-0.21,-0.21,0,10.34,10.34,0,2.07,2.07,0,0,0,0,41.58,41.58,0,8.32,8.32,0,31.01,31.01,0,6.20,6.20,0,9.98,9.98,0,1.92,1.92,0,30.05,30.05,0,6.09,6.09,0,0,0,0,0.20,0.20,0,-10.57,-10.57,0,-2.11,-2.11,0,7.00,7.00,0,3.00,3.00,0,30.00,30.00,0,0.75,0.75,0,1.74,1.74,0,1.00,1.00,0,10.00,10.00,0,34.81,0.61,70.49,-0.07,-0.15,6.65,14.10,0.12,"Changed ""Fast EMA Period"": 13 => 6.",true,0,67.00,5.00,7.00,6.00,465.00,189.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",30.00,6.00,30.00,25.00,"hlc3","hlc3"
