"Avg # Bars In Losing Trades: All","Avg # Bars In Losing Trades: Long","Avg # Bars In Losing Trades: Short","Avg # Bars in Trades: All","Avg # Bars in Trades: Long","Avg # Bars in Trades: Short","Avg # Bars In Winning Trades: All","Avg # Bars In Winning Trades: Long","Avg # Bars In Winning Trades: Short","Avg Losing Trade: All","Avg Losing Trade: Long","Avg Losing Trade: Short","Avg Losing Trade %: All","Avg Losing Trade %: Long","Avg Losing Trade %: Short","Avg Trade: All","Avg Trade: Long","Avg Trade: Short","Avg Trade %: All","Avg Trade %: Long","Avg Trade %: Short","Avg Winning Trade: All","Avg Winning Trade: Long","Avg Winning Trade: Short","Avg Winning Trade %: All","Avg Winning Trade %: Long","Avg Winning Trade %: Short","Commission Paid: All","Commission Paid: Long","Commission Paid: Short","Gross Loss: All","Gross Loss: Long","Gross Loss: Short","Gross Loss %: All","Gross Loss %: Long","Gross Loss %: Short","Gross Profit: All","Gross Profit: Long","Gross Profit: Short","Gross Profit %: All","Gross Profit %: Long","Gross Profit %: Short","Largest Losing Trade: All","Largest Losing Trade: Long","Largest Losing Trade: Short","Largest Losing Trade %: All","Largest Losing Trade %: Long","Largest Losing Trade %: Short","Largest Winning Trade: All","Largest Winning Trade: Long","Largest Winning Trade: Short","Largest Winning Trade %: All","Largest Winning Trade %: Long","Largest Winning Trade %: Short","Margin Calls: All","Margin Calls: Long","Margin Calls: Short","Max Contracts Held: All","Max Contracts Held: Long","Max Contracts Held: Short","Net Profit: All","Net Profit: Long","Net Profit: Short","Net Profit %: All","Net Profit %: Long","Net Profit %: Short","Number Losing Trades: All","Number Losing Trades: Long","Number Losing Trades: Short","Number Winning Trades: All","Number Winning Trades: Long","Number Winning Trades: Short","Percent Profitable: All","Percent Profitable: Long","Percent Profitable: Short","Profit Factor: All","Profit Factor: Long","Profit Factor: Short","Ratio Avg Win / Avg Loss: All","Ratio Avg Win / Avg Loss: Long","Ratio Avg Win / Avg Loss: Short","Total Open Trades: All","Total Open Trades: Long","Total Open Trades: Short","Total Closed Trades: All","Total Closed Trades: Long","Total Closed Trades: Short","Max Drawdown","Open PL","Buy & Hold Return","Sharpe Ratio","Sortino Ratio","Max Drawdown %","Buy & Hold Return %","Open PL %","comment","__From","__To","__Length","__KSmoothing","__DLength","__Level","__CCI_Period","__T3_Period","__B","__Trade reverse","__Long Stop Loss %","__Enable Trailing","__Stop Loss","__Take Profit","__Trailing Stop","__Trailing Offset","__Source","__Filter","__Slow EMA Period","__Fast EMA Period","__Angle 1","__Angle 2","__Bull Angle Source","__Bear Angle Source"
309.67,309.67,0,309.67,309.67,0,0,0,0,7.47,7.47,0,1.49,1.49,0,-7.47,-7.47,0,-1.49,-1.49,0,0,0,0,0,0,0,0,0,0,22.42,22.42,0,4.48,4.48,0,0,0,0,0,0,0,9.35,9.35,0,1.87,1.87,0,0,0,0,0,0,0,0,0,0,0.19,0.19,0,-22.42,-22.42,0,-4.48,-4.48,0,3.00,3.00,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,1.00,0,3.00,3.00,0,22.42,2.92,64.41,-0.33,-0.32,4.48,12.88,0.61,"Changed ""Fast EMA Period"": 15 => 6.",true,0,67.00,5.00,7.00,6.00,375.00,249.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",25.00,6.00,48.00,9.00,"hlc3","hlc3"
253.00,253.00,0,253.00,253.00,0,0,0,0,6.66,6.66,0,1.33,1.33,0,-6.66,-6.66,0,-1.33,-1.33,0,0,0,0,0,0,0,0,0,0,13.32,13.32,0,2.66,2.66,0,0,0,0,0,0,0,8.11,8.11,0,1.64,1.64,0,0,0,0,0,0,0,0,0,0,0.19,0.19,0,-13.32,-13.32,0,-2.66,-2.66,0,2.00,2.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00,2.00,0,13.32,0,63.55,0,0,2.66,12.71,0,"Changed ""Angle 2"": 9 => 25.",true,0,67.00,5.00,7.00,6.00,375.00,249.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",25.00,6.00,48.00,25.00,"hlc3","hlc3"
253.00,253.00,0,253.00,253.00,0,0,0,0,6.66,6.66,0,1.33,1.33,0,-6.66,-6.66,0,-1.33,-1.33,0,0,0,0,0,0,0,0,0,0,13.32,13.32,0,2.66,2.66,0,0,0,0,0,0,0,8.11,8.11,0,1.64,1.64,0,0,0,0,0,0,0,0,0,0,0.19,0.19,0,-13.32,-13.32,0,-2.66,-2.66,0,2.00,2.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00,2.00,0,13.32,0,63.88,0,0,2.66,12.78,0,"Changed ""Angle 1"": 48 => 75.",true,0,67.00,5.00,7.00,6.00,375.00,249.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",25.00,6.00,75.00,25.00,"hlc3","hlc3"
253.00,253.00,0,253.00,253.00,0,0,0,0,6.66,6.66,0,1.33,1.33,0,-6.66,-6.66,0,-1.33,-1.33,0,0,0,0,0,0,0,0,0,0,13.32,13.32,0,2.66,2.66,0,0,0,0,0,0,0,8.11,8.11,0,1.64,1.64,0,0,0,0,0,0,0,0,0,0,0.19,0.19,0,-13.32,-13.32,0,-2.66,-2.66,0,2.00,2.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00,2.00,0,13.32,0,63.88,0,0,2.66,12.78,0,"Changed ""Angle 2"": 25 => 29.",true,0,67.00,5.00,7.00,6.00,375.00,249.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",25.00,6.00,75.00,29.00,"hlc3","hlc3"
0,0,0,830.00,830.00,0,830.00,830.00,0,0,0,0,0,0,0,26.47,26.47,0,5.29,5.29,0,26.47,26.47,0,5.29,5.29,0,0,0,0,0,0,0,0,0,0,26.47,26.47,0,5.29,5.29,0,0,0,0,0,0,0,26.47,26.47,0,5.29,5.29,0,0,0,0,0.19,0.19,0,26.47,26.47,0,5.29,5.29,0,0,0,0,1.00,1.00,0,100.00,100.00,0,0,0,0,0,0,0,0,0,0,1.00,1.00,0,0,0,60.45,0,0,0,12.09,0,"Changed ""B"": 0.08 => 0.02.",true,0,67.00,5.00,7.00,6.00,375.00,249.00,0.02,0,0.50,0,0,0,0,0,"hlc3","ON",25.00,6.00,75.00,29.00,"hlc3","hlc3"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Changed ""Fast EMA Period"": 6 => 13.",true,0,67.00,5.00,7.00,6.00,375.00,249.00,0.02,0,0.50,0,0,0,0,0,"hlc3","ON",25.00,13.00,75.00,29.00,"hlc3","hlc3"
135.00,135.00,0,135.00,135.00,0,0,0,0,12.70,12.70,0,2.54,2.54,0,-12.70,-12.70,0,-2.54,-2.54,0,0,0,0,0,0,0,0,0,0,25.40,25.40,0,5.08,5.08,0,0,0,0,0,0,0,19.63,19.63,0,3.97,3.97,0,0,0,0,0,0,0,0,0,0,0.19,0.19,0,-25.40,-25.40,0,-5.08,-5.08,0,2.00,2.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00,2.00,0,25.40,0,58.85,-0.53,-0.47,5.08,11.77,0,"Changed ""T3_Period"": 249 => 99.",true,0,67.00,5.00,7.00,6.00,375.00,99.00,0.02,0,0.50,0,0,0,0,0,"hlc3","ON",25.00,13.00,75.00,29.00,"hlc3","hlc3"
206.00,206.00,0,206.00,206.00,0,0,0,0,10.03,10.03,0,2.01,2.01,0,-10.03,-10.03,0,-2.01,-2.01,0,0,0,0,0,0,0,0,0,0,30.10,30.10,0,6.02,6.02,0,0,0,0,0,0,0,19.45,19.45,0,3.97,3.97,0,0,0,0,0,0,0,0,0,0,0.20,0.20,0,-30.10,-30.10,0,-6.02,-6.02,0,3.00,3.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.00,3.00,0,30.10,0,77.44,-0.55,-0.48,6.02,15.49,0,"Changed ""Angle 1"": 75 => 111.",true,0,67.00,5.00,7.00,6.00,375.00,99.00,0.02,0,0.50,0,0,0,0,0,"hlc3","ON",25.00,13.00,111.00,29.00,"hlc3","hlc3"
253.00,253.00,0,320.75,320.75,0,524.00,524.00,0,9.24,9.24,0,1.85,1.85,0,-3.06,-3.06,0,-0.61,-0.61,0,15.51,15.51,0,3.10,3.10,0,0,0,0,27.73,27.73,0,5.55,5.55,0,15.51,15.51,0,3.10,3.10,0,20.19,20.19,0,3.97,3.97,0,15.51,15.51,0,3.15,3.15,0,0,0,0,0.19,0.19,0,-12.22,-12.22,0,-2.44,-2.44,0,3.00,3.00,0,1.00,1.00,0,25.00,25.00,0,0.56,0.56,0,1.68,1.68,0,0,0,0,4.00,4.00,0,20.19,0,58.85,-0.17,-0.22,3.97,11.77,0,"Changed ""Fast EMA Period"": 13 => 8.",true,0,67.00,5.00,7.00,6.00,375.00,99.00,0.02,0,0.50,0,0,0,0,0,"hlc3","ON",25.00,8.00,111.00,29.00,"hlc3","hlc3"
0,0,0,685.50,685.50,0,685.50,685.50,0,0,0,0,0,0,0,8.67,8.67,0,1.73,1.73,0,8.67,8.67,0,1.73,1.73,0,0,0,0,0,0,0,0,0,0,17.34,17.34,0,3.47,3.47,0,0,0,0,0,0,0,11.02,11.02,0,2.21,2.21,0,0,0,0,0.20,0.20,0,17.34,17.34,0,3.47,3.47,0,0,0,0,2.00,2.00,0,100.00,100.00,0,0,0,0,0,0,0,0,0,0,2.00,2.00,0,0,0,55.18,0.59,104.98,0,11.04,0,"Changed all parameters randomly.",true,0,67.00,5.00,7.00,6.00,600.00,279.00,0.02,0,0.50,0,0,0,0,0,"hlc3","ON",15.00,14.00,30.00,25.00,"hlc3","hlc3"
0,0,0,848.00,848.00,0,848.00,848.00,0,0,0,0,0,0,0,23.63,23.63,0,4.73,4.73,0,23.63,23.63,0,4.73,4.73,0,0,0,0,0,0,0,0,0,0,23.63,23.63,0,4.73,4.73,0,0,0,0,0,0,0,23.63,23.63,0,4.73,4.73,0,0,0,0,0.19,0.19,0,23.63,23.63,0,4.73,4.73,0,0,0,0,1.00,1.00,0,100.00,100.00,0,0,0,0,0,0,0,0,0,0,1.00,1.00,0,0,0,56.47,0,0,0,11.29,0,"Changed ""B"": 0.08 => 0.02.",true,0,67.00,5.00,7.00,6.00,420.00,249.00,0.02,0,0.50,0,0,0,0,0,"hlc3","ON",15.00,5.00,39.00,21.00,"hlc3","hlc3"
715.00,715.00,0,573.33,573.33,0,290.00,290.00,0,5.16,5.16,0,1.03,1.03,0,-1.11,-1.11,0,-0.22,-0.22,0,7.00,7.00,0,1.40,1.40,0,0,0,0,10.32,10.32,0,2.06,2.06,0,7.00,7.00,0,1.40,1.40,0,7.32,7.32,0,1.46,1.46,0,7.00,7.00,0,1.42,1.42,0,0,0,0,0.19,0.19,0,-3.32,-3.32,0,-0.66,-0.66,0,2.00,2.00,0,1.00,1.00,0,33.33,33.33,0,0.68,0.68,0,1.36,1.36,0,0,0,0,3.00,3.00,0,7.32,0,63.14,-0.14,-0.19,1.46,12.63,0,"Changed all parameters randomly.",true,0,67.00,5.00,7.00,6.00,555.00,369.00,0.02,0,0.50,0,0,0,0,0,"hlc3","ON",30.00,11.00,102.00,13.00,"hlc3","hlc3"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Changed all parameters randomly.",true,0,67.00,5.00,7.00,6.00,375.00,249.00,0.02,0,0.50,0,0,0,0,0,"hlc3","ON",45.00,4.00,57.00,23.00,"hlc3","hlc3"
96.00,96.00,0,463.00,463.00,0,830.00,830.00,0,4.96,4.96,0,0.99,0.99,0,10.62,10.62,0,2.12,2.12,0,26.20,26.20,0,5.24,5.24,0,0,0,0,4.96,4.96,0,0.99,0.99,0,26.20,26.20,0,5.24,5.24,0,4.96,4.96,0,0.99,0.99,0,26.20,26.20,0,5.29,5.29,0,0,0,0,0.20,0.20,0,21.23,21.23,0,4.25,4.25,0,1.00,1.00,0,1.00,1.00,0,50.00,50.00,0,5.28,5.28,0,5.28,5.28,0,0,0,0,2.00,2.00,0,4.96,0,73.93,0,0,0.99,14.79,0,"Changed ""Slow EMA Period"": 45 => 25.",true,0,67.00,5.00,7.00,6.00,375.00,249.00,0.02,0,0.50,0,0,0,0,0,"hlc3","ON",25.00,4.00,57.00,23.00,"hlc3","hlc3"
96.00,96.00,0,463.00,463.00,0,830.00,830.00,0,4.96,4.96,0,0.99,0.99,0,10.62,10.62,0,2.12,2.12,0,26.20,26.20,0,5.24,5.24,0,0,0,0,4.96,4.96,0,0.99,0.99,0,26.20,26.20,0,5.24,5.24,0,4.96,4.96,0,0.99,0.99,0,26.20,26.20,0,5.29,5.29,0,0,0,0,0.20,0.20,0,21.23,21.23,0,4.25,4.25,0,1.00,1.00,0,1.00,1.00,0,50.00,50.00,0,5.28,5.28,0,5.28,5.28,0,0,0,0,2.00,2.00,0,4.96,0,73.99,0,0,0.99,14.80,0,"Changed ""Angle 2"": 23 => 15.",true,0,67.00,5.00,7.00,6.00,375.00,249.00,0.02,0,0.50,0,0,0,0,0,"hlc3","ON",25.00,4.00,57.00,15.00,"hlc3","hlc3"
96.00,96.00,0,463.00,463.00,0,830.00,830.00,0,4.96,4.96,0,0.99,0.99,0,10.62,10.62,0,2.12,2.12,0,26.20,26.20,0,5.24,5.24,0,0,0,0,4.96,4.96,0,0.99,0.99,0,26.20,26.20,0,5.24,5.24,0,4.96,4.96,0,0.99,0.99,0,26.20,26.20,0,5.29,5.29,0,0,0,0,0.20,0.20,0,21.23,21.23,0,4.25,4.25,0,1.00,1.00,0,1.00,1.00,0,50.00,50.00,0,5.28,5.28,0,5.28,5.28,0,0,0,0,2.00,2.00,0,4.96,0,73.99,0,0,0.99,14.80,0,"Changed ""Angle 2"": 15 => 27.",true,0,67.00,5.00,7.00,6.00,375.00,249.00,0.02,0,0.50,0,0,0,0,0,"hlc3","ON",25.00,4.00,57.00,27.00,"hlc3","hlc3"
0,0,0,1052.00,1052.00,0,1052.00,1052.00,0,0,0,0,0,0,0,17.30,17.30,0,3.46,3.46,0,17.30,17.30,0,3.46,3.46,0,0,0,0,0,0,0,0,0,0,17.30,17.30,0,3.46,3.46,0,0,0,0,0,0,0,17.30,17.30,0,3.46,3.46,0,0,0,0,0.19,0.19,0,17.30,17.30,0,3.46,3.46,0,0,0,0,1.00,1.00,0,100.00,100.00,0,0,0,0,0,0,0,0,0,0,1.00,1.00,0,0,0,55.82,0,0,0,11.16,0,"Changed ""CCI_Period"": 375 => 600.",true,0,67.00,5.00,7.00,6.00,600.00,249.00,0.02,0,0.50,0,0,0,0,0,"hlc3","ON",25.00,4.00,57.00,27.00,"hlc3","hlc3"
0,0,0,1052.00,1052.00,0,1052.00,1052.00,0,0,0,0,0,0,0,17.16,17.16,0,3.43,3.43,0,17.16,17.16,0,3.43,3.43,0,0,0,0,0,0,0,0,0,0,17.16,17.16,0,3.43,3.43,0,0,0,0,0,0,0,17.16,17.16,0,3.43,3.43,0,0,0,0,0.19,0.19,0,17.16,17.16,0,3.43,3.43,0,0,0,0,1.00,1.00,0,100.00,100.00,0,0,0,0,0,0,0,0,0,0,1.00,1.00,0,0,0,56.16,0,0,0,11.23,0,"Changed ""B"": 0.02 => 0.08.",true,0,67.00,5.00,7.00,6.00,600.00,249.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",25.00,4.00,57.00,27.00,"hlc3","hlc3"
827.00,827.00,0,827.00,827.00,0,0,0,0,3.86,3.86,0,0.77,0.77,0,-3.86,-3.86,0,-0.77,-0.77,0,0,0,0,0,0,0,0,0,0,3.86,3.86,0,0.77,0.77,0,0,0,0,0,0,0,3.86,3.86,0,0.77,0.77,0,0,0,0,0,0,0,0,0,0,0.18,0.18,0,-3.86,-3.86,0,-0.77,-0.77,0,1.00,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,1.00,0,3.86,0,18.51,0,0,0.77,3.70,0,"Changed all parameters randomly.",true,0,67.00,5.00,7.00,6.00,375.00,369.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",40.00,11.00,102.00,15.00,"hlc3","hlc3"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Changed all parameters randomly.",true,0,67.00,5.00,7.00,6.00,150.00,249.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",30.00,5.00,48.00,23.00,"hlc3","hlc3"
299.63,299.63,0,417.82,417.82,0,733.00,733.00,0,6.36,6.36,0,1.27,1.27,0,0.21,0.21,0,0.04,0.04,0,17.73,17.73,0,3.55,3.55,0,0,0,0,50.87,50.87,0,10.17,10.17,0,53.18,53.18,0,10.64,10.64,0,20.38,20.38,0,4.05,4.05,0,31.07,31.07,0,6.29,6.29,0,0,0,0,0.20,0.20,0,2.31,2.31,0,0.46,0.46,0,8.00,8.00,0,3.00,3.00,0,27.27,27.27,0,1.05,1.05,0,2.79,2.79,0,0,0,0,11.00,11.00,0,43.79,0,75.29,0.03,0.05,8.33,15.06,0,"Changed all parameters randomly.",true,0,67.00,5.00,7.00,6.00,465.00,129.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",40.00,9.00,111.00,7.00,"hlc3","hlc3"
286.50,286.50,0,472.67,472.67,0,845.00,845.00,0,6.48,6.48,0,1.30,1.30,0,0.85,0.85,0,0.17,0.17,0,15.53,15.53,0,3.11,3.11,0,0,0,0,25.92,25.92,0,5.18,5.18,0,31.05,31.05,0,6.21,6.21,0,10.35,10.35,0,2.01,2.01,0,29.69,29.69,0,5.95,5.95,0,0,0,0,0.20,0.20,0,5.13,5.13,0,1.03,1.03,0,4.00,4.00,0,2.00,2.00,0,33.33,33.33,0,1.20,1.20,0,2.40,2.40,0,0,0,0,6.00,6.00,0,25.31,0,75.21,0.05,0.12,4.78,15.04,0,"Changed all parameters randomly.",true,0,67.00,5.00,7.00,6.00,285.00,249.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",25.00,14.00,84.00,15.00,"hlc3","hlc3"
128.80,128.80,0,189.24,189.24,0,340.33,340.33,0,3.82,3.82,0,0.76,0.76,0,-1.28,-1.28,0,-0.26,-0.26,0,5.06,5.06,0,1.01,1.01,0,0,0,0,57.23,57.23,0,11.45,11.45,0,30.38,30.38,0,6.08,6.08,0,8.56,8.56,0,1.75,1.75,0,18.65,18.65,0,3.94,3.94,0,0,0,0,0.20,0.20,0,-26.85,-26.85,0,-5.37,-5.37,0,15.00,15.00,0,6.00,6.00,0,28.57,28.57,0,0.53,0.53,0,1.33,1.33,0,0,0,0,21.00,21.00,0,31.39,0,74.52,-0.28,-0.39,6.24,14.90,0,"Changed all parameters randomly.",true,0,67.00,5.00,7.00,6.00,150.00,99.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",50.00,8.00,48.00,7.00,"hlc3","hlc3"
501.00,501.00,0,726.67,726.67,0,839.50,839.50,0,0.59,0.59,0,0.12,0.12,0,9.58,9.58,0,1.92,1.92,0,14.66,14.66,0,2.93,2.93,0,0,0,0,0.59,0.59,0,0.12,0.12,0,29.33,29.33,0,5.87,5.87,0,0.59,0.59,0,0.11,0.11,0,27.58,27.58,0,5.52,5.52,0,0,0,0,0.19,0.19,0,28.74,28.74,0,5.75,5.75,0,1.00,1.00,0,2.00,2.00,0,66.67,66.67,0,49.73,49.73,0,24.86,24.86,0,0,0,0,3.00,3.00,0,0.59,0,56.85,0.33,14.51,0.11,11.37,0,"Changed all parameters randomly.",true,0,67.00,5.00,7.00,6.00,375.00,309.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",15.00,12.00,120.00,15.00,"hlc3","hlc3"
340.00,340.00,0,454.33,454.33,0,683.00,683.00,0,12.06,12.06,0,2.41,2.41,0,-3.24,-3.24,0,-0.65,-0.65,0,14.39,14.39,0,2.88,2.88,0,0,0,0,48.25,48.25,0,9.65,9.65,0,28.78,28.78,0,5.76,5.76,0,21.53,21.53,0,4.31,4.31,0,27.61,27.61,0,5.90,5.90,0,0,0,0,0.20,0.20,0,-19.46,-19.46,0,-3.89,-3.89,0,4.00,4.00,0,2.00,2.00,0,33.33,33.33,0,0.60,0.60,0,1.19,1.19,0,0,0,0,6.00,6.00,0,31.77,0,68.63,-0.16,-0.23,6.35,13.73,0,"Changed all parameters randomly.",true,0,67.00,5.00,7.00,6.00,285.00,339.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",30.00,11.00,75.00,9.00,"hlc3","hlc3"
307.88,307.88,0,378.73,378.73,0,567.67,567.67,0,6.45,6.45,0,1.29,1.29,0,-0.78,-0.78,0,-0.16,-0.16,0,14.35,14.35,0,2.87,2.87,0,0,0,0,51.63,51.63,0,10.33,10.33,0,43.04,43.04,0,8.61,8.61,0,12.59,12.59,0,2.43,2.43,0,28.06,28.06,0,5.72,5.72,0,0,0,0,0.20,0.20,0,-8.59,-8.59,0,-1.72,-1.72,0,8.00,8.00,0,3.00,3.00,0,27.27,27.27,0,0.83,0.83,0,2.22,2.22,0,1.00,1.00,0,11.00,11.00,0,27.22,6.65,73.86,-0.01,-0.01,5.25,14.77,1.35,"Changed ""T3_Period"": 339 => 189.",true,0,67.00,5.00,7.00,6.00,285.00,189.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",30.00,11.00,75.00,9.00,"hlc3","hlc3"
258.57,258.57,0,313.11,313.11,0,504.00,504.00,0,6.49,6.49,0,1.30,1.30,0,-3.48,-3.48,0,-0.70,-0.70,0,7.07,7.07,0,1.41,1.41,0,0,0,0,45.43,45.43,0,9.09,9.09,0,14.13,14.13,0,2.83,2.83,0,12.29,12.29,0,2.48,2.48,0,13.98,13.98,0,2.90,2.90,0,0,0,0,0.20,0.20,0,-31.30,-31.30,0,-6.26,-6.26,0,7.00,7.00,0,2.00,2.00,0,22.22,22.22,0,0.31,0.31,0,1.09,1.09,0,0,0,0,9.00,9.00,0,31.30,0,73.91,-0.43,-0.41,6.26,14.78,0,"Changed ""B"": 0.08 => 0.02.",true,0,67.00,5.00,7.00,6.00,285.00,189.00,0.02,0,0.50,0,0,0,0,0,"hlc3","ON",30.00,11.00,75.00,9.00,"hlc3","hlc3"
0,0,0,954.50,954.50,0,954.50,954.50,0,0,0,0,0,0,0,13.25,13.25,0,2.65,2.65,0,13.25,13.25,0,2.65,2.65,0,0,0,0,0,0,0,0,0,0,26.49,26.49,0,5.30,5.30,0,0,0,0,0,0,0,24.43,24.43,0,4.89,4.89,0,0,0,0,0.19,0.19,0,26.49,26.49,0,5.30,5.30,0,0,0,0,2.00,2.00,0,100.00,100.00,0,0,0,0,0,0,0,1.00,1.00,0,2.00,2.00,0,0,2.47,62.42,0.34,90.87,0,12.48,0.47,"Changed ""CCI_Period"": 285 => 555.",true,0,67.00,5.00,7.00,6.00,555.00,189.00,0.02,0,0.50,0,0,0,0,0,"hlc3","ON",30.00,11.00,75.00,9.00,"hlc3","hlc3"
226.22,226.22,0,301.50,301.50,0,437.00,437.00,0,5.77,5.77,0,1.15,1.15,0,-2.43,-2.43,0,-0.49,-0.49,0,3.58,3.58,0,0.72,0.72,0,0,0,0,51.90,51.90,0,10.38,10.38,0,17.88,17.88,0,3.58,3.58,0,18.57,18.57,0,3.79,3.79,0,14.19,14.19,0,2.98,2.98,0,0,0,0,0.20,0.20,0,-34.02,-34.02,0,-6.80,-6.80,0,9.00,9.00,0,5.00,5.00,0,35.71,35.71,0,0.34,0.34,0,0.62,0.62,0,1.00,1.00,0,14.00,14.00,0,34.02,6.80,77.87,-0.29,-0.31,6.80,15.57,1.46,"Changed ""T3_Period"": 249 => 99.",true,0,67.00,5.00,7.00,6.00,420.00,99.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",15.00,5.00,39.00,21.00,"hlc3","hlc3"
384.00,384.00,0,384.00,384.00,0,0,0,0,1.95,1.95,0,0.39,0.39,0,-1.95,-1.95,0,-0.39,-0.39,0,0,0,0,0,0,0,0,0,0,1.95,1.95,0,0.39,0.39,0,0,0,0,0,0,0,1.95,1.95,0,0.39,0.39,0,0,0,0,0,0,0,0,0,0,0.20,0.20,0,-1.95,-1.95,0,-0.39,-0.39,0,1.00,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,1.00,0,1.95,0,72.78,0,0,0.39,14.56,0,"Changed all parameters randomly.",true,0,67.00,5.00,7.00,6.00,240.00,279.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",50.00,9.00,66.00,30.00,"hlc3","hlc3"
166.71,166.71,0,222.13,222.13,0,610.00,610.00,0,7.07,7.07,0,1.41,1.41,0,-5.99,-5.99,0,-1.20,-1.20,0,1.63,1.63,0,0.33,0.33,0,0,0,0,49.51,49.51,0,9.90,9.90,0,1.63,1.63,0,0.33,0.33,0,14.81,14.81,0,3.04,3.04,0,1.63,1.63,0,0.33,0.33,0,0,0,0,0.19,0.19,0,-47.89,-47.89,0,-9.58,-9.58,0,7.00,7.00,0,1.00,1.00,0,12.50,12.50,0,0.03,0.03,0,0.23,0.23,0,0,0,0,8.00,8.00,0,47.89,0,32.99,-0.42,-0.39,9.58,6.60,0,"Changed all parameters randomly.",true,0,67.00,5.00,7.00,6.00,240.00,159.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",35.00,14.00,93.00,13.00,"hlc3","hlc3"
228.67,228.67,0,440.50,440.50,0,1076.00,1076.00,0,7.48,7.48,0,1.50,1.50,0,0.90,0.90,0,0.18,0.18,0,26.01,26.01,0,5.20,5.20,0,0,0,0,22.43,22.43,0,4.49,4.49,0,26.01,26.01,0,5.20,5.20,0,12.59,12.59,0,2.52,2.52,0,26.01,26.01,0,5.34,5.34,0,0,0,0,0.20,0.20,0,3.58,3.58,0,0.72,0.72,0,3.00,3.00,0,1.00,1.00,0,25.00,25.00,0,1.16,1.16,0,3.48,3.48,0,1.00,1.00,0,4.00,4.00,0,12.59,3.24,56.10,0.06,0.12,2.52,11.22,0.64,"Changed ""CCI_Period"": 240 => 600.",true,0,67.00,5.00,7.00,6.00,600.00,159.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",35.00,14.00,93.00,13.00,"hlc3","hlc3"
0,0,0,848.00,848.00,0,848.00,848.00,0,0,0,0,0,0,0,23.63,23.63,0,4.73,4.73,0,23.63,23.63,0,4.73,4.73,0,0,0,0,0,0,0,0,0,0,23.63,23.63,0,4.73,4.73,0,0,0,0,0,0,0,23.63,23.63,0,4.73,4.73,0,0,0,0,0.19,0.19,0,23.63,23.63,0,4.73,4.73,0,0,0,0,1.00,1.00,0,100.00,100.00,0,0,0,0,0,0,0,0,0,0,1.00,1.00,0,0,0,56.26,0,0,0,11.25,0,"Changed ""B"": 0.08 => 0.02.",true,0,67.00,5.00,7.00,6.00,420.00,249.00,0.02,0,0.50,0,0,0,0,0,"hlc3","ON",15.00,5.00,39.00,21.00,"hlc3","hlc3"
